,A0A0A8WJC6,A0A0K3AT43,A0A2H4ZEZ2,A0AAJ7SV95,A0AAJ7T5N9,A0AAJ7TMY1,A0AAJ7U215,A0AVK6,A3KNI8,A3RMS5,A8MTQ0,A8UWQ7,B3GWE1,B3WFV2,B6EU61,C0HJZ3,C0HJZ4,C1P638,C3Y097,C3YWU0,D0VWM4,E1NZ07,F2Q9W6,F2Q9W7,F2Q9W8,F2Q9W9,F2Q9X0,F2Q9X1,F2Q9X2,F2Q9X3,F2Q9X4,F2Q9X5,F2Q9X6,F2Q9X7,F2Q9X8,F2Q9Y0,F6U472,F6WII6,F6WYU4,F6YMJ4,F6YXK6,F7GH03,G3UZ78,G5EF00,G5EGB6,H9G343,O17824,O42145,O47431,O62089,O76629,O93548,P01942,P01994,P02001,P02007,P02008,P02042,P02088,P02089,P02100,P02104,P02112,P02127,P02128,P02144,P02197,P02208,P02762,P04247,P04443,P04444,P06467,P09105,P09967,P09968,P0DM64,P20244,P20245,P30627,P48798,P49141,P61802,P68871,P69891,P69892,P69905,Q09240,Q09514,Q17134,Q17727,Q17884,Q18086,Q18311,Q19601,Q20015,Q20623,Q20638,Q21618,Q21978,Q22663,Q23117,Q24570,Q2WG80,Q2XNF5,Q3KN63,Q3MQ62,Q4H3K6,Q4V6L1,Q575S8,Q5QSB1,Q6B0K9,Q6VN46,Q70PH6,Q70T62,Q70T63,Q70T64,Q7KLI1,Q7TPG1,Q7YWV3,Q7YZV1,Q7ZT21,Q8AXK2,Q8HY34,Q8MPY8,Q8N7X0,Q8UUR3,Q8WWM9,Q8WY91,Q90259,Q90485,Q90486,Q90487,Q90864,Q90YJ2,Q95J88,Q966A3,Q98980,Q9CQE0,Q9CX80,Q9DDJ0,Q9ER97,Q9GL60,Q9GYP4,Q9I7P6,Q9I9I3,Q9NL48,Q9NPG2,Q9PVD5,Q9U2R5,Q9VNE2,Q9XXI2
A8MTQ0,0.12863344,0.17633927,0.26674634,0.06269187,0.09350324,0.11647469,0.13646114,0.101453304,0.121251225,0.14880115,0.0,0.18309498,0.14488173,0.116036594,0.11526811,0.15328264,0.16302443,0.13945824,0.12316924,0.16046834,0.12674546,0.10795468,0.13800043,0.14048898,0.16746819,0.14905381,0.13443321,0.1434775,0.17921108,0.13079381,0.15638447,0.15969771,0.20609927,0.12808555,0.11795622,0.13414603,0.4216717,0.14617127,0.13544339,0.15056545,0.06392801,0.14437842,0.11708051,0.10707909,0.16039026,0.110517085,0.15095603,0.2148056,0.19486952,0.10537034,0.15327609,0.14558017,0.12684822,0.14206803,0.14763343,0.1369183,0.13471591,0.14645809,0.13935685,0.14440608,0.14939111,0.14725035,0.12097597,0.13097686,0.119050086,0.1753735,0.19404179,0.15605819,0.18134063,0.16888654,0.15044737,0.15042526,0.14272279,0.098982096,0.14408612,0.15868801,0.10483289,0.16983813,0.1699614,0.16306794,0.11355579,0.1538676,0.17701656,0.14978242,0.13798332,0.13671792,0.14146662,0.104471624,0.14428616,0.13189203,0.08820629,0.12391746,0.09964812,0.13616472,0.093556166,0.12752724,0.12803525,0.13122845,0.16422194,0.10839671,0.1238603,0.10512793,0.12037492,0.077682555,0.101739466,0.10401654,0.14395326,0.17583263,0.13578391,0.11931127,0.1044994,0.1304338,0.16962492,0.16569728,0.13726836,0.14681941,0.15092361,0.1561113,0.18931925,0.12406373,0.10941225,0.13894075,0.30305803,0.12864637,0.09252304,0.11127043,0.12245363,0.10704076,0.0642398,0.122072935,0.122799695,0.12141436,0.14921707,0.12823313,0.11096287,0.17083359,0.10776502,0.28102297,0.15247703,0.11132717,0.1438809,0.10868895,0.0951699,0.11078817,0.14281768,0.15389621,0.17979854,0.09754932,0.18484944,0.083117306,0.16451466,0.11744344
A8UWQ7,0.07379103,0.112510085,0.1807856,0.110538185,0.09339398,0.090536535,0.076821566,0.12058699,0.087877095,0.0823068,0.18309498,0.0,0.082015455,0.11402398,0.09425688,0.08306795,0.08794212,0.085443914,0.090272784,0.08215332,0.087552965,0.11427003,0.070468605,0.091858804,0.08143616,0.062150598,0.06788576,0.07258922,0.10097551,0.08191639,0.06977981,0.091059685,0.11190802,0.22508615,0.074905574,0.07358956,0.44205898,0.06955689,0.07117003,0.07540107,0.086868405,0.069978714,0.09271926,0.08958936,0.09062058,0.11590862,0.09940183,0.20638925,0.041005135,0.10110229,0.07550925,0.067555666,0.09050888,0.076898694,0.07535404,0.078660846,0.079693794,0.076286554,0.07195437,0.075178266,0.07709974,0.07728374,0.07259601,0.08206284,0.0800693,0.08854717,0.0933184,0.084863186,0.101982534,0.08756983,0.075077176,0.074011326,0.07416028,0.09401327,0.07660192,0.08020723,0.10488933,0.13457179,0.124323964,0.084831655,0.10379958,0.12904197,0.17810762,0.08214837,0.073697746,0.07179725,0.08942872,0.09280592,0.08756614,0.09478319,0.10291904,0.1039353,0.10287595,0.068590105,0.10848206,0.097620845,0.088350296,0.084343076,0.1318332,0.10656965,0.100013494,0.09667617,0.1414752,0.14647454,0.087331176,0.08292043,0.07545376,0.19663054,0.07476467,0.08501029,0.08094424,0.083192945,0.088626266,0.09504467,0.06874949,0.063207865,0.06990564,0.12455845,0.15738821,0.09958035,0.09324527,0.077605486,0.2805463,0.07429075,0.11467326,0.1023407,0.07429141,0.07838172,0.15083492,0.18840784,0.063714504,0.06325698,0.073800325,0.07267648,0.07330972,0.13558418,0.08726853,0.24361652,0.16462374,0.07583654,0.092760146,0.07984924,0.08743721,0.08999175,0.086212635,0.08240962,0.10418016,0.07656783,0.19536513,0.087675154,0.09029645,0.08318174
B3GWE1,0.018563032,0.075311065,0.1817829,0.06331468,0.031811357,0.032952964,0.029290974,0.05876118,0.033524215,0.010716081,0.14488173,0.082015455,0.0,0.035656393,0.019790709,0.038211048,0.04078144,0.011336923,0.02517724,0.07926303,0.018373787,0.03731662,0.021921813,0.03999895,0.026230454,0.040422797,0.02058661,0.018118441,0.06028998,0.024972498,0.027399123,0.046486318,0.08749652,0.19634974,0.016120315,0.036504447,0.38945842,0.026408255,0.024120748,0.029722333,0.036117792,0.023257792,0.030163825,0.018758237,0.017788231,0.04417932,0.028668106,0.16116607,0.096238494,0.031270325,0.015395224,0.03099829,0.05311328,0.03091377,0.030044198,0.026174903,0.029887855,0.038762033,0.03350562,0.034566402,0.029018223,0.028944433,0.017224908,0.013752699,0.016076326,0.042434752,0.049611688,0.038336277,0.05731845,0.03522384,0.023455977,0.019483209,0.016352952,0.051323652,0.02939415,0.0378927,0.053858817,0.066576004,0.058220208,0.023575008,0.043229282,0.08427125,0.08606124,0.047158778,0.027160287,0.023980439,0.054171383,0.022103906,0.022950172,0.05834967,0.026678562,0.041470885,0.034498274,0.015367806,0.029018164,0.01709491,0.017563462,0.01360321,0.06947482,0.03692615,0.022757709,0.023932636,0.104037106,0.067290604,0.03591442,0.021182597,0.028625071,0.11894095,0.014706731,0.015689075,0.031918406,0.05482906,0.057817817,0.053774834,0.024246454,0.021045744,0.02405274,0.052875638,0.08593559,0.020377994,0.022846758,0.035337567,0.25843734,0.03010875,0.032972574,0.035746098,0.017105043,0.022140741,0.08019042,0.10974163,0.017927885,0.02015233,0.032084703,0.020279348,0.017080188,0.08278167,0.01649493,0.24604225,0.077685,0.017353535,0.037525356,0.04091692,0.035972595,0.03022027,0.020626247,0.03459859,0.08431786,0.035569966,0.13107085,0.02356273,0.031452537,0.0100492835
B3WFV2,0.047183514,0.08672625,0.18859386,0.053643465,0.038564086,0.03621471,0.055989265,0.035574794,0.04652971,0.038294315,0.116036594,0.11402398,0.035656393,0.0,0.033144414,0.0711385,0.07759458,0.03358239,0.043282986,0.09640175,0.023495018,0.015499413,0.048656344,0.06365448,0.061789513,0.06675893,0.04837829,0.04586196,0.09828752,0.05423671,0.059987187,0.08175361,0.13062555,0.17657834,0.035795808,0.07311416,0.407345,0.062111437,0.058704793,0.064632,0.042972803,0.05315888,0.031377554,0.026167274,0.057049215,0.020185292,0.032792747,0.18198663,0.12382823,0.015581727,0.04797566,0.06375569,0.08361262,0.06202519,0.06981605,0.05333686,0.05973041,0.0786857,0.068694115,0.07187897,0.06873423,0.06431639,0.046993613,0.04492551,0.04308027,0.08487129,0.09343648,0.071198106,0.08367634,0.07499248,0.062271416,0.05712843,0.051233947,0.07593763,0.06094116,0.072926044,0.039148867,0.10111159,0.09397215,0.0590384,0.04952836,0.0998956,0.0814479,0.08612114,0.06494796,0.061100423,0.086717606,0.02396977,0.035311162,0.046571016,0.03451675,0.018479407,0.014644802,0.032943904,0.018510997,0.030158877,0.022964,0.028666794,0.03814721,0.018227816,0.028626919,0.028747559,0.077154934,0.04892093,0.05725509,0.04967761,0.051306486,0.11781639,0.03260839,0.03711301,0.05987245,0.08508849,0.09754479,0.061312437,0.04760307,0.047950506,0.05475837,0.058744967,0.11416483,0.027925313,0.018652558,0.066043854,0.27378935,0.063610256,0.020572186,0.032877207,0.04818487,0.042969644,0.05536163,0.076981425,0.04515761,0.047079265,0.06327659,0.052327335,0.045733154,0.08818275,0.021670938,0.26982063,0.07059342,0.03873098,0.053790092,0.058487713,0.06302136,0.023306727,0.037526667,0.06795406,0.101882935,0.058641434,0.13372111,0.026465654,0.056850374,0.031616867
B6EU61,0.02888,0.07763499,0.18569976,0.046646178,0.018771827,0.039042234,0.048569858,0.051393747,0.055422068,0.02369231,0.11526811,0.09425688,0.019790709,0.033144414,0.0,0.045476913,0.05121994,0.024214327,0.030100822,0.084014535,0.024996161,0.020360827,0.040487945,0.056559265,0.050517917,0.055788517,0.038324654,0.042360246,0.07349175,0.02750516,0.047289133,0.056082428,0.09779358,0.1933564,0.030516267,0.04246807,0.3972826,0.041446447,0.028652608,0.04543042,0.02928251,0.039328694,0.037829876,0.016153932,0.039521575,0.029476166,0.043838322,0.1589365,0.10866976,0.026851773,0.031573772,0.04331249,0.04994577,0.042734683,0.044125378,0.038938344,0.04179442,0.047300875,0.04016435,0.04551238,0.04033965,0.03843522,0.024780035,0.02081126,0.01793325,0.06471938,0.07468891,0.051264584,0.07182646,0.057427883,0.036585093,0.033322632,0.03152436,0.042798996,0.03997439,0.05104035,0.04929948,0.06639683,0.06180328,0.04335648,0.04656595,0.08396864,0.09073079,0.05663979,0.036925018,0.034514427,0.05376333,0.021842182,0.039604545,0.047750115,0.015516341,0.029225707,0.028367758,0.026184201,0.024855375,0.020638824,0.024480224,0.022691786,0.06514764,0.027604103,0.029986918,0.022801816,0.07968956,0.056114078,0.028195083,0.022166848,0.04896146,0.11503029,0.029814243,0.026983082,0.03460747,0.049568594,0.07512277,0.055253506,0.032108784,0.039903283,0.047363162,0.046850443,0.095722795,0.0276016,0.02431941,0.04789996,0.2608624,0.037384987,0.02137494,0.041484237,0.024497926,0.02608794,0.055444956,0.07961178,0.025062084,0.02579391,0.0496068,0.02758199,0.022351861,0.07978958,0.020649016,0.23984355,0.072259784,0.023792148,0.057406068,0.0468176,0.032193482,0.02088797,0.03778857,0.047917545,0.085351706,0.03801644,0.13012594,0.024201155,0.057267547,0.015368581
C0HJZ3,0.027386546,0.1218667,0.16158128,0.07846707,0.044194043,0.030824423,0.029589713,0.09498423,0.053768158,0.04523486,0.15328264,0.08306795,0.038211048,0.0711385,0.045476913,0.0,0.0017104745,0.03648597,0.03550285,0.062803864,0.040891707,0.072803676,0.030759096,0.05722326,0.042381763,0.03151542,0.02202177,0.040799737,0.038842738,0.037792385,0.025317013,0.029663265,0.0525288,0.21636069,0.03837371,0.027146935,0.4243812,0.021919549,0.012964308,0.018317163,0.056524813,0.01665765,0.052746117,0.052141905,0.036852837,0.065446734,0.04653144,0.18528783,0.089126706,0.05652386,0.032599747,0.018744111,0.023010671,0.01442939,0.018722415,0.022759736,0.02204448,0.012962282,0.012255907,0.012843847,0.016490042,0.017719388,0.018773139,0.023011863,0.023347676,0.03354752,0.036581933,0.030003011,0.075354755,0.030953288,0.017688274,0.019482076,0.028997421,0.037783682,0.02774012,0.03058058,0.086138785,0.070963025,0.06359208,0.02686137,0.05457717,0.07611108,0.11661172,0.011888444,0.01690054,0.017846644,0.015990555,0.050257027,0.040497303,0.074450195,0.05035031,0.078389645,0.06278968,0.03243941,0.05202496,0.056622088,0.040863216,0.04037398,0.109870076,0.07522243,0.04796207,0.05680853,0.13807404,0.10135174,0.06923151,0.047353268,0.037761986,0.16083431,0.036022663,0.03715998,0.03975123,0.036267996,0.033951223,0.073528826,0.027813077,0.039350927,0.029433668,0.0824849,0.116989434,0.053911388,0.06473309,0.020991147,0.26364726,0.017958283,0.06654149,0.06330103,0.025812805,0.026184797,0.09824073,0.14377391,0.021454394,0.01904875,0.023192048,0.018550158,0.030148804,0.101827145,0.049952507,0.28447342,0.12539816,0.023812294,0.037855506,0.04964137,0.05771172,0.04440427,0.04484135,0.028243959,0.07385504,0.042262256,0.15703398,0.048968613,0.051034033,0.043973982
C0HJZ4,0.031866193,0.12893969,0.1588555,0.08740878,0.051435053,0.034770787,0.034812808,0.0973351,0.062309265,0.04935932,0.16302443,0.08794212,0.04078144,0.07759458,0.05121994,0.0017104745,0.0,0.04193598,0.04101938,0.06765622,0.044608235,0.07978827,0.03209275,0.058623314,0.04760909,0.03522575,0.025087535,0.04532075,0.03676516,0.042411804,0.02702701,0.028970003,0.045944154,0.22999835,0.045456886,0.027172148,0.42482698,0.021714628,0.015170574,0.01787591,0.06266141,0.018444717,0.0537858,0.05731958,0.037388384,0.07156032,0.051379144,0.18719947,0.09267676,0.062263787,0.03824687,0.022264123,0.023524284,0.01671958,0.019829094,0.025952637,0.024840534,0.013866007,0.01440531,0.013623357,0.015686333,0.018045545,0.023431659,0.02583468,0.028580725,0.030680299,0.032271147,0.028894544,0.07940543,0.02859366,0.018265069,0.020605326,0.033366024,0.0446496,0.027671218,0.028784275,0.09631133,0.07204306,0.06504583,0.029351294,0.060777426,0.07779437,0.11620903,0.012128651,0.016124427,0.017612636,0.015674531,0.056539357,0.04147309,0.07860023,0.056147933,0.08643222,0.06729692,0.036729693,0.05894506,0.062820256,0.044508815,0.04459411,0.112758815,0.08046299,0.052545965,0.06454986,0.14659292,0.11132431,0.07626492,0.052660704,0.04188466,0.1684295,0.041148305,0.04241109,0.047958314,0.043099344,0.03317958,0.07773131,0.032542586,0.04475963,0.0331344,0.088917136,0.123307526,0.060312152,0.0705961,0.02315104,0.26761937,0.01844734,0.0732677,0.06407654,0.030066311,0.032064438,0.10308081,0.14981288,0.02651298,0.024848163,0.02421248,0.022571623,0.035173595,0.10784656,0.054960907,0.28756624,0.13287425,0.029334188,0.042228043,0.05943972,0.06380999,0.04982245,0.04944676,0.027540088,0.07585913,0.051299572,0.1642201,0.055999637,0.053735375,0.048886895
C1P638,0.020984888,0.07568377,0.19630301,0.058803916,0.032179594,0.031582236,0.026255846,0.06454837,0.02897346,0.010598242,0.13945824,0.085443914,0.011336923,0.03358239,0.024214327,0.03648597,0.04193598,0.0,0.021206439,0.072282374,0.015863657,0.04332143,0.0246768,0.047752738,0.024591863,0.042640746,0.019887447,0.020641923,0.05915153,0.029124856,0.029481351,0.04318273,0.09286499,0.18869615,0.008669078,0.04065609,0.39463085,0.032128036,0.025782883,0.032868505,0.036625028,0.02392298,0.030432463,0.015447736,0.021640837,0.045374095,0.027899563,0.171619,0.096374094,0.024785042,0.008756757,0.033465147,0.05473697,0.031856596,0.03487873,0.027569652,0.031835794,0.04367435,0.03296089,0.037053466,0.035735667,0.033730924,0.016196072,0.014689624,0.014192998,0.04594475,0.055937707,0.04187268,0.052507102,0.036672115,0.027841926,0.025689185,0.016282737,0.051415205,0.036444128,0.042107046,0.043998778,0.07078475,0.061074972,0.019284606,0.037255883,0.08676833,0.08003193,0.052391827,0.034511328,0.030767083,0.05659592,0.014577746,0.019853175,0.061645567,0.022581995,0.038945854,0.032499015,0.012962699,0.019111037,0.013162792,0.014809668,0.011152625,0.072825015,0.032643676,0.017741442,0.017541528,0.10467738,0.054093003,0.043722868,0.025380611,0.024936974,0.123191416,0.010082841,0.016320944,0.02984935,0.056542277,0.06553775,0.057716668,0.02374357,0.021290958,0.02606535,0.044941306,0.085256934,0.0130906105,0.02359873,0.03197384,0.24757397,0.033481,0.034200788,0.037330627,0.017863989,0.025402248,0.08447158,0.10786897,0.016720653,0.018287122,0.03450191,0.019630432,0.0151747465,0.08575052,0.014352739,0.25727898,0.08494884,0.019922853,0.030085564,0.03755188,0.042876124,0.025037706,0.015393376,0.03723508,0.07700354,0.03467524,0.13726723,0.019756079,0.027446628,0.012723446
C3Y097,0.022522748,0.095923066,0.17914772,0.047385275,0.02824086,0.025609732,0.027900815,0.065425634,0.03410971,0.029909909,0.12316924,0.090272784,0.02517724,0.043282986,0.030100822,0.03550285,0.04101938,0.021206439,0.0,0.08196372,0.024903715,0.045561075,0.02727151,0.043139696,0.033881605,0.035376966,0.022351265,0.025729,0.055895388,0.030999482,0.029993534,0.04294437,0.08261961,0.18224865,0.021956801,0.03589034,0.39797723,0.030778408,0.025017142,0.034349322,0.03319913,0.0298028,0.035152137,0.026506603,0.030401707,0.047080874,0.036716163,0.16624767,0.10336125,0.035489738,0.02473861,0.03400445,0.041936636,0.027613342,0.0326038,0.031985402,0.03254503,0.035806537,0.029237628,0.031674385,0.03330463,0.034038484,0.021870196,0.024809003,0.023424506,0.042987347,0.053465724,0.042579412,0.065353274,0.039346695,0.026823997,0.02615881,0.025228083,0.041277945,0.037039876,0.043002486,0.05598867,0.07181096,0.061136246,0.032037795,0.04187733,0.08435124,0.08760363,0.039967597,0.0292387,0.027453005,0.04447359,0.027133644,0.029431581,0.06768441,0.02929449,0.05047238,0.03708923,0.024241328,0.027089834,0.031459153,0.024837732,0.02668345,0.07687998,0.0419966,0.027787983,0.034924448,0.11284524,0.061559677,0.051641762,0.027967393,0.033203244,0.121864796,0.023875177,0.01961118,0.028303444,0.052048028,0.057471037,0.08027816,0.028140903,0.026979387,0.029745936,0.065604985,0.07548696,0.03016901,0.034172,0.032470345,0.25458074,0.03141588,0.036813617,0.04076135,0.022019982,0.02084583,0.070281506,0.11404109,0.025164545,0.02475971,0.035388708,0.024502456,0.022011638,0.10321039,0.024217308,0.25664306,0.09274703,0.01843965,0.03840953,0.03715527,0.044647872,0.029412746,0.03445971,0.039075255,0.07951981,0.031689703,0.1359247,0.028310716,0.037528634,0.02435249
C3YWU0,0.072505236,0.12493616,0.19394922,0.09609401,0.07369822,0.07924104,0.07064396,0.10850626,0.079601884,0.080452085,0.16046834,0.08215332,0.07926303,0.09640175,0.084014535,0.062803864,0.06765622,0.072282374,0.08196372,0.0,0.06959313,0.10407305,0.06823903,0.087218285,0.084349036,0.06943649,0.06805545,0.068825364,0.0912649,0.08699167,0.07504678,0.082075775,0.11053723,0.22038901,0.06335986,0.066131175,0.41486818,0.07022792,0.06668383,0.07004768,0.08275974,0.06351763,0.07684189,0.08794743,0.076325595,0.10429186,0.08870691,0.19909441,0.089289606,0.083755076,0.06934661,0.06846261,0.08550537,0.075006425,0.06734741,0.06891173,0.07501364,0.07017642,0.06891048,0.07064968,0.07447457,0.070854485,0.06479108,0.072128475,0.07089096,0.085006595,0.09130889,0.080572546,0.08941603,0.08252704,0.07422316,0.07490361,0.07218832,0.09194803,0.076478064,0.07839644,0.09605849,0.13801616,0.13337755,0.07197046,0.07351136,0.08829337,0.12800509,0.07564795,0.07131356,0.07023287,0.08392352,0.08050412,0.07565552,0.073418856,0.08156669,0.10249561,0.088044405,0.06570619,0.081656694,0.08822137,0.069607794,0.06995314,0.13219625,0.10191953,0.07339066,0.08142352,0.13499087,0.113942504,0.09193778,0.075858474,0.07572454,0.15818173,0.07110298,0.074836254,0.07395685,0.083973944,0.090474725,0.07483411,0.07005906,0.0682134,0.07145268,0.10195798,0.1283288,0.07631481,0.090207696,0.07122308,0.2389772,0.06771654,0.09343457,0.08236122,0.06385261,0.068985164,0.112158895,0.16446179,0.06037593,0.059381425,0.07209426,0.06629044,0.067993045,0.10558027,0.07490671,0.27803522,0.1351453,0.06667048,0.05997646,0.074021995,0.08736831,0.075635254,0.06627411,0.07787669,0.07803303,0.0737586,0.14688909,0.07879573,0.08075726,0.08278507
D0VWM4,0.024120748,0.08390677,0.16434032,0.047159374,0.025898159,0.020926774,0.028291643,0.044163108,0.02878189,0.018155038,0.12674546,0.087552965,0.018373787,0.023495018,0.024996161,0.040891707,0.044608235,0.015863657,0.024903715,0.06959313,0.0,0.034539282,0.023844063,0.041210115,0.036987245,0.03585148,0.0210253,0.027951181,0.05442065,0.033729255,0.0324018,0.040697515,0.08170414,0.17736578,0.015859842,0.03292817,0.3940909,0.02768439,0.026436567,0.03241265,0.033480406,0.025015593,0.022674143,0.023584902,0.023533225,0.040933967,0.026079595,0.17865187,0.1023581,0.016085148,0.02185285,0.03329754,0.053019285,0.030783832,0.034369767,0.027459681,0.034044325,0.04198736,0.033640206,0.036278665,0.035096228,0.028636038,0.021615267,0.020520091,0.022875428,0.043877423,0.053973675,0.037824094,0.048090816,0.03384596,0.029119432,0.027477205,0.026072025,0.057331264,0.03257078,0.037659407,0.040540338,0.08091891,0.072428346,0.025769353,0.025834858,0.07609218,0.07705355,0.05004573,0.03069079,0.027567744,0.05573654,0.013523102,0.0153800845,0.05474496,0.018996775,0.03950739,0.027158678,0.010847032,0.01615733,0.019721627,0.00013202429,0.015073776,0.060030103,0.031936705,0.016398191,0.022633433,0.08965182,0.054388046,0.043299437,0.028442144,0.023451626,0.1228143,0.012803614,0.016230881,0.034110487,0.06206715,0.054941535,0.044522166,0.023997664,0.02324611,0.027325392,0.054884553,0.096254826,0.011977434,0.020749688,0.034196734,0.24957532,0.031935394,0.029604852,0.026053667,0.018429935,0.025262296,0.061249793,0.10499418,0.019889116,0.021814525,0.03226036,0.025996983,0.02144897,0.08000249,0.016779184,0.25987452,0.08028251,0.020709515,0.032375038,0.039232433,0.044606388,0.017164588,0.018719375,0.034061313,0.07360947,0.038458824,0.13219053,0.02492857,0.027073145,0.016064227
E1NZ07,0.053708553,0.08646113,0.19547659,0.043622494,0.030983508,0.043747306,0.06628972,0.032717228,0.056221664,0.04421413,0.10795468,0.11427003,0.03731662,0.015499413,0.020360827,0.072803676,0.07978827,0.04332143,0.045561075,0.10407305,0.034539282,0.0,0.05724877,0.07486266,0.06978929,0.07186663,0.056402862,0.057843983,0.10212767,0.054511547,0.06675154,0.08457309,0.13108236,0.175874,0.04709989,0.07232642,0.4061376,0.06288332,0.05741775,0.067970574,0.03774947,0.05855781,0.04354465,0.024989069,0.05966556,0.012365699,0.044614673,0.17328787,0.122876704,0.021993041,0.05283296,0.06636965,0.0768317,0.06300092,0.06859791,0.05635196,0.06237036,0.07318336,0.06639111,0.071023524,0.068445385,0.06271148,0.04813105,0.047632456,0.04410225,0.08984971,0.09998381,0.076398194,0.08291644,0.082429886,0.063097715,0.05858624,0.05251211,0.06338805,0.06469065,0.07745689,0.04467559,0.09200311,0.08668065,0.06411874,0.051499426,0.101530254,0.08394718,0.08232701,0.064216614,0.060802817,0.08077949,0.031846702,0.049375474,0.042615533,0.0313251,0.014738023,0.017010808,0.038422883,0.026737034,0.032353222,0.034383953,0.032234907,0.041000783,0.014509678,0.04494214,0.031365097,0.06612831,0.053978026,0.04729247,0.045978308,0.062738895,0.114769876,0.038437903,0.04730034,0.054486215,0.07375127,0.0971725,0.064481676,0.05053276,0.055315852,0.06261021,0.05861795,0.10894966,0.038139164,0.016963184,0.069505215,0.27472574,0.061063886,0.013418019,0.043382406,0.04843074,0.046338618,0.04329455,0.06636572,0.05013621,0.05060792,0.070192814,0.052936852,0.045604587,0.089081466,0.02434653,0.25608712,0.066826224,0.044175565,0.06880891,0.057132244,0.049036205,0.024110198,0.045927882,0.07251042,0.10608125,0.053485334,0.13512892,0.02954626,0.069193244,0.028196692
F2Q9W6,0.020218134,0.09885055,0.14897633,0.062238574,0.034319043,0.026752293,0.016468227,0.066604376,0.029917777,0.02154702,0.13800043,0.070468605,0.021921813,0.048656344,0.040487945,0.030759096,0.03209275,0.0246768,0.02727151,0.06823903,0.023844063,0.05724877,0.0,0.036147594,0.022487462,0.02628678,0.012293935,0.018429577,0.043563068,0.03507918,0.017893255,0.03504181,0.072912335,0.19774252,0.017769337,0.02856803,0.40842164,0.016640961,0.024670959,0.02151382,0.03369689,0.015170157,0.025476456,0.034356058,0.019158483,0.0603168,0.026154697,0.17256021,0.082601905,0.040834725,0.018283367,0.030991971,0.03984964,0.025891244,0.019828796,0.020826817,0.022858262,0.026764393,0.025812626,0.025565922,0.024587274,0.020650744,0.019627213,0.0216735,0.02550745,0.027607083,0.034095228,0.034153283,0.053628504,0.023875117,0.018570483,0.018361807,0.019722998,0.037724733,0.02939409,0.033668578,0.06584257,0.06872606,0.058754325,0.02367872,0.045911193,0.08743775,0.08764452,0.031086564,0.01844269,0.016732812,0.039723814,0.03026563,0.016654551,0.07204181,0.04032564,0.06025082,0.04383588,0.017666757,0.04288709,0.033435583,0.023984134,0.024310768,0.07690108,0.04946536,0.028792083,0.037205637,0.10950005,0.0831148,0.048030794,0.023633242,0.017633855,0.14007771,0.019225419,0.019468129,0.024821043,0.044330895,0.04713893,0.07267189,0.014001489,0.018961847,0.015588641,0.06345147,0.099131584,0.03427553,0.03509897,0.026170075,0.2656883,0.023926139,0.052134097,0.028859735,0.015851736,0.022061765,0.0794,0.13514721,0.027416706,0.027147353,0.023588836,0.021949172,0.017833173,0.11113429,0.026897848,0.26500988,0.09761542,0.019471407,0.03722304,0.028174102,0.041122198,0.03536445,0.02275914,0.030851126,0.08231449,0.026782215,0.13621062,0.033893824,0.018889427,0.025687635
F2Q9W7,0.036287665,0.092734456,0.18130606,0.06766021,0.05449313,0.05277735,0.050519288,0.086245835,0.05522847,0.045771956,0.14048898,0.091858804,0.03999895,0.06365448,0.056559265,0.05722326,0.058623314,0.047752738,0.043139696,0.087218285,0.041210115,0.07486266,0.036147594,0.0,0.061514676,0.055197477,0.045010924,0.04084611,0.07607591,0.048294485,0.054848373,0.06506097,0.10006964,0.1947974,0.040127218,0.04467976,0.40061998,0.045148015,0.045032263,0.0577963,0.043691278,0.050572693,0.039373398,0.049734592,0.0496068,0.07399154,0.069755375,0.11864883,0.0991593,0.06579691,0.05115068,0.061133802,0.06065297,0.051192462,0.058959544,0.060021818,0.059179664,0.058255076,0.055876315,0.055684447,0.048853636,0.05300784,0.04433,0.04231316,0.04469776,0.052321553,0.06419921,0.06790733,0.085449755,0.052199006,0.04705113,0.042925,0.052737355,0.069818676,0.057364047,0.06610739,0.07087183,0.09011251,0.077989995,0.06023568,0.054202974,0.089576125,0.10564405,0.06066835,0.044309616,0.04230064,0.06588304,0.046567082,0.051031113,0.08861476,0.048168123,0.08132875,0.058057904,0.049020767,0.052269578,0.04967189,0.04161817,0.0413,0.10036945,0.06546289,0.04376322,0.05389023,0.139426,0.082496405,0.06285697,0.040087104,0.05891037,0.14462537,0.048946798,0.034295738,0.05376494,0.08756685,0.07679796,0.09121978,0.051685393,0.031155705,0.04681915,0.08706492,0.12031752,0.0438329,0.054140747,0.058766067,0.25296837,0.05167967,0.062639475,0.04397899,0.04599929,0.03977835,0.09389645,0.15454614,0.04671812,0.04913169,0.056927204,0.04624772,0.041618407,0.1188643,0.04225111,0.23916018,0.1244182,0.037588894,0.06046599,0.059965372,0.056822717,0.05495292,0.050184965,0.0650574,0.09121394,0.05746895,0.14409482,0.04531789,0.056915462,0.04346758
